,Longitude,Latitudes
221,-108.63705,39.83955
222,-108.63705,39.924949999999995
223,-108.63705,40.01035
224,-108.63705,40.095749999999995
225,-108.63705,40.18115
226,-108.63705,40.266549999999995
227,-108.63705,40.35195
228,-108.63705,40.437349999999995
229,-108.63705,40.52275
230,-108.63705,40.608149999999995
231,-108.63705,40.69355
232,-108.63705,40.778949999999995
233,-108.63705,40.86435
234,-108.63705,40.94975
235,-108.55165,37.02135
236,-108.55165,37.106750000000005
237,-108.55165,37.19215
238,-108.55165,37.277550000000005
239,-108.55165,37.36295
240,-108.55165,37.448350000000005
241,-108.55165,37.53375
242,-108.55165,37.619150000000005
243,-108.55165,37.70455
244,-108.55165,37.789950000000005
245,-108.55165,37.87535
246,-108.55165,37.960750000000004
247,-108.55165,38.04615
248,-108.55165,38.131550000000004
249,-108.55165,38.21695
250,-108.55165,38.302350000000004
251,-108.55165,38.38775
252,-108.55165,38.473150000000004
253,-108.55165,38.55855
254,-108.55165,38.643950000000004
255,-108.55165,38.72935
256,-108.55165,38.814750000000004
257,-108.55165,38.90015
258,-108.55165,38.98555
259,-108.55165,39.070949999999996
260,-108.55165,39.15635
261,-108.55165,39.241749999999996
262,-108.55165,39.32715
263,-108.55165,39.412549999999996
264,-108.55165,39.49795
265,-108.55165,39.583349999999996
266,-108.55165,39.66875
267,-108.55165,39.754149999999996
268,-108.55165,39.83955
269,-108.55165,39.924949999999995
270,-108.55165,40.01035
271,-108.55165,40.095749999999995
272,-108.55165,40.18115
273,-108.55165,40.266549999999995
274,-108.55165,40.35195
275,-108.55165,40.437349999999995
276,-108.55165,40.52275
277,-108.55165,40.608149999999995
278,-108.55165,40.69355
279,-108.55165,40.778949999999995
280,-108.55165,40.86435
281,-108.55165,40.94975
282,-108.46625,37.02135
283,-108.46625,37.106750000000005
284,-108.46625,37.19215
285,-108.46625,37.277550000000005
286,-108.46625,37.36295
287,-108.46625,37.448350000000005
288,-108.46625,37.53375
289,-108.46625,37.619150000000005
290,-108.46625,37.70455
291,-108.46625,37.789950000000005
292,-108.46625,37.87535
293,-108.46625,37.960750000000004
294,-108.46625,38.04615
295,-108.46625,38.131550000000004
296,-108.46625,38.21695
297,-108.46625,38.302350000000004
298,-108.46625,38.38775
299,-108.46625,38.473150000000004
300,-108.46625,38.55855
301,-108.46625,38.643950000000004
302,-108.46625,38.72935
303,-108.46625,38.814750000000004
304,-108.46625,38.90015
305,-108.46625,38.98555
306,-108.46625,39.070949999999996
307,-108.46625,39.15635
308,-108.46625,39.241749999999996
309,-108.46625,39.32715
310,-108.46625,39.412549999999996
311,-108.46625,39.49795
312,-108.46625,39.583349999999996
313,-108.46625,39.66875
314,-108.46625,39.754149999999996
315,-108.46625,39.83955
316,-108.46625,39.924949999999995
317,-108.46625,40.01035
318,-108.46625,40.095749999999995
319,-108.46625,40.18115
320,-108.46625,40.266549999999995
321,-108.46625,40.35195
322,-108.46625,40.437349999999995
323,-108.46625,40.52275
324,-108.46625,40.608149999999995
325,-108.46625,40.69355
326,-108.46625,40.778949999999995
327,-108.46625,40.86435
328,-108.46625,40.94975
329,-108.38085,37.02135
330,-108.38085,37.106750000000005
331,-108.38085,37.19215
332,-108.38085,37.277550000000005
333,-108.38085,37.36295
334,-108.38085,37.448350000000005
335,-108.38085,37.53375
336,-108.38085,37.619150000000005
337,-108.38085,37.70455
338,-108.38085,37.789950000000005
339,-108.38085,37.87535
340,-108.38085,37.960750000000004
341,-108.38085,38.04615
342,-108.38085,38.131550000000004
343,-108.38085,38.21695
344,-108.38085,38.302350000000004
345,-108.38085,38.38775
346,-108.38085,38.473150000000004
347,-108.38085,38.55855
348,-108.38085,38.643950000000004
349,-108.38085,38.72935
350,-108.38085,38.814750000000004
351,-108.38085,38.90015
352,-108.38085,38.98555
353,-108.38085,39.070949999999996
354,-108.38085,39.15635
355,-108.38085,39.241749999999996
356,-108.38085,39.32715
357,-108.38085,39.412549999999996
358,-108.38085,39.49795
359,-108.38085,39.583349999999996
360,-108.38085,39.66875
361,-108.38085,39.754149999999996
362,-108.38085,39.83955
363,-108.38085,39.924949999999995
364,-108.38085,40.01035
365,-108.38085,40.095749999999995
366,-108.38085,40.18115
367,-108.38085,40.266549999999995
368,-108.38085,40.35195
369,-108.38085,40.437349999999995
370,-108.38085,40.52275
371,-108.38085,40.608149999999995
372,-108.38085,40.69355
373,-108.38085,40.778949999999995
374,-108.38085,40.86435
375,-108.38085,40.94975
376,-108.29545,37.02135
377,-108.29545,37.106750000000005
378,-108.29545,37.19215
379,-108.29545,37.277550000000005
380,-108.29545,37.36295
381,-108.29545,37.448350000000005
382,-108.29545,37.53375
383,-108.29545,37.619150000000005
384,-108.29545,37.70455
385,-108.29545,37.789950000000005
386,-108.29545,37.87535
387,-108.29545,37.960750000000004
388,-108.29545,38.04615
389,-108.29545,38.131550000000004
390,-108.29545,38.21695
391,-108.29545,38.302350000000004
392,-108.29545,38.38775
393,-108.29545,38.473150000000004
394,-108.29545,38.55855
395,-108.29545,38.643950000000004
396,-108.29545,38.72935
397,-108.29545,38.814750000000004
398,-108.29545,38.90015
399,-108.29545,38.98555
400,-108.29545,39.070949999999996
401,-108.29545,39.15635
402,-108.29545,39.241749999999996
403,-108.29545,39.32715
404,-108.29545,39.412549999999996
405,-108.29545,39.49795
406,-108.29545,39.583349999999996
407,-108.29545,39.66875
408,-108.29545,39.754149999999996
409,-108.29545,39.83955
410,-108.29545,39.924949999999995
411,-108.29545,40.01035
412,-108.29545,40.095749999999995
413,-108.29545,40.18115
414,-108.29545,40.266549999999995
415,-108.29545,40.35195
416,-108.29545,40.437349999999995
417,-108.29545,40.52275
418,-108.29545,40.608149999999995
419,-108.29545,40.69355
420,-108.29545,40.778949999999995
421,-108.29545,40.86435
422,-108.29545,40.94975
423,-108.21005,37.02135
424,-108.21005,37.106750000000005
425,-108.21005,37.19215
426,-108.21005,37.277550000000005
427,-108.21005,37.36295
428,-108.21005,37.448350000000005
429,-108.21005,37.53375
430,-108.21005,37.619150000000005
431,-108.21005,37.70455
432,-108.21005,37.789950000000005
433,-108.21005,37.87535
434,-108.21005,37.960750000000004
435,-108.21005,38.04615
436,-108.21005,38.131550000000004
437,-108.21005,38.21695
438,-108.21005,38.302350000000004
439,-108.21005,38.38775
440,-108.21005,38.473150000000004
441,-108.21005,38.55855
442,-108.21005,38.643950000000004
443,-108.21005,38.72935
444,-108.21005,38.814750000000004
445,-108.21005,38.90015
446,-108.21005,38.98555
447,-108.21005,39.070949999999996
448,-108.21005,39.15635
449,-108.21005,39.241749999999996
450,-108.21005,39.32715
451,-108.21005,39.412549999999996
452,-108.21005,39.49795
453,-108.21005,39.583349999999996
454,-108.21005,39.66875
455,-108.21005,39.754149999999996
456,-108.21005,39.83955
457,-108.21005,39.924949999999995
458,-108.21005,40.01035
459,-108.21005,40.095749999999995
460,-108.21005,40.18115
461,-108.21005,40.266549999999995
462,-108.21005,40.35195
463,-108.21005,40.437349999999995
464,-108.21005,40.52275
465,-108.21005,40.608149999999995
466,-108.21005,40.69355
467,-108.21005,40.778949999999995
468,-108.21005,40.86435
469,-108.21005,40.94975
470,-108.12465,37.02135
471,-108.12465,37.106750000000005
472,-108.12465,37.19215
473,-108.12465,37.277550000000005
474,-108.12465,37.36295
475,-108.12465,37.448350000000005
476,-108.12465,37.53375
477,-108.12465,37.619150000000005
478,-108.12465,37.70455
479,-108.12465,37.789950000000005
480,-108.12465,37.87535
481,-108.12465,37.960750000000004
482,-108.12465,38.04615
483,-108.12465,38.131550000000004
484,-108.12465,38.21695
485,-108.12465,38.302350000000004
486,-108.12465,38.38775
487,-108.12465,38.473150000000004
488,-108.12465,38.55855
489,-108.12465,38.643950000000004
490,-108.12465,38.72935
491,-108.12465,38.814750000000004
492,-108.12465,38.90015
493,-108.12465,38.98555
494,-108.12465,39.070949999999996
495,-108.12465,39.15635
496,-108.12465,39.241749999999996
497,-108.12465,39.32715
498,-108.12465,39.412549999999996
499,-108.12465,39.49795
500,-108.12465,39.583349999999996
501,-108.12465,39.66875
502,-108.12465,39.754149999999996
503,-108.12465,39.83955
504,-108.12465,39.924949999999995
505,-108.12465,40.01035
506,-108.12465,40.095749999999995
507,-108.12465,40.18115
508,-108.12465,40.266549999999995
509,-108.12465,40.35195
510,-108.12465,40.437349999999995
511,-108.12465,40.52275
512,-108.12465,40.608149999999995
513,-108.12465,40.69355
514,-108.12465,40.778949999999995
515,-108.12465,40.86435
516,-108.12465,40.94975
517,-108.03925,37.02135
518,-108.03925,37.106750000000005
519,-108.03925,37.19215
520,-108.03925,37.277550000000005
521,-108.03925,37.36295
522,-108.03925,37.448350000000005
523,-108.03925,37.53375
524,-108.03925,37.619150000000005
525,-108.03925,37.70455
526,-108.03925,37.789950000000005
527,-108.03925,37.87535
528,-108.03925,37.960750000000004
529,-108.03925,38.04615
530,-108.03925,38.131550000000004
531,-108.03925,38.21695
532,-108.03925,38.302350000000004
533,-108.03925,38.38775
534,-108.03925,38.473150000000004
535,-108.03925,38.55855
536,-108.03925,38.643950000000004
537,-108.03925,38.72935
538,-108.03925,38.814750000000004
539,-108.03925,38.90015
540,-108.03925,38.98555
541,-108.03925,39.070949999999996
542,-108.03925,39.15635
543,-108.03925,39.241749999999996
544,-108.03925,39.32715
545,-108.03925,39.412549999999996
546,-108.03925,39.49795
547,-108.03925,39.583349999999996
548,-108.03925,39.66875
549,-108.03925,39.754149999999996
550,-108.03925,39.83955
551,-108.03925,39.924949999999995
552,-108.03925,40.01035
553,-108.03925,40.095749999999995
554,-108.03925,40.18115
555,-108.03925,40.266549999999995
556,-108.03925,40.35195
557,-108.03925,40.437349999999995
558,-108.03925,40.52275
559,-108.03925,40.608149999999995
560,-108.03925,40.69355
561,-108.03925,40.778949999999995
562,-108.03925,40.86435
563,-108.03925,40.94975
564,-107.95385,37.02135
565,-107.95385,37.106750000000005
566,-107.95385,37.19215
567,-107.95385,37.277550000000005
568,-107.95385,37.36295
569,-107.95385,37.448350000000005
570,-107.95385,37.53375
571,-107.95385,37.619150000000005
572,-107.95385,37.70455
573,-107.95385,37.789950000000005
574,-107.95385,37.87535
575,-107.95385,37.960750000000004
576,-107.95385,38.04615
577,-107.95385,38.131550000000004
578,-107.95385,38.21695
579,-107.95385,38.302350000000004
580,-107.95385,38.38775
581,-107.95385,38.473150000000004
582,-107.95385,38.55855
583,-107.95385,38.643950000000004
584,-107.95385,38.72935
585,-107.95385,38.814750000000004
586,-107.95385,38.90015
587,-107.95385,38.98555
588,-107.95385,39.070949999999996
589,-107.95385,39.15635
590,-107.95385,39.241749999999996
591,-107.95385,39.32715
592,-107.95385,39.412549999999996
593,-107.95385,39.49795
594,-107.95385,39.583349999999996
595,-107.95385,39.66875
596,-107.95385,39.754149999999996
597,-107.95385,39.83955
598,-107.95385,39.924949999999995
599,-107.95385,40.01035
600,-107.95385,40.095749999999995
601,-107.95385,40.18115
602,-107.95385,40.266549999999995
603,-107.95385,40.35195
604,-107.95385,40.437349999999995
605,-107.95385,40.52275
606,-107.95385,40.608149999999995
607,-107.95385,40.69355
608,-107.95385,40.778949999999995
609,-107.95385,40.86435
610,-107.95385,40.94975
611,-107.86845,37.02135
612,-107.86845,37.106750000000005
613,-107.86845,37.19215
614,-107.86845,37.277550000000005
615,-107.86845,37.36295
616,-107.86845,37.448350000000005
617,-107.86845,37.53375
618,-107.86845,37.619150000000005
619,-107.86845,37.70455
620,-107.86845,37.789950000000005
621,-107.86845,37.87535
622,-107.86845,37.960750000000004
623,-107.86845,38.04615
624,-107.86845,38.131550000000004
625,-107.86845,38.21695
626,-107.86845,38.302350000000004
627,-107.86845,38.38775
628,-107.86845,38.473150000000004
629,-107.86845,38.55855
630,-107.86845,38.643950000000004
631,-107.86845,38.72935
632,-107.86845,38.814750000000004
633,-107.86845,38.90015
634,-107.86845,38.98555
635,-107.86845,39.070949999999996
636,-107.86845,39.15635
637,-107.86845,39.241749999999996
638,-107.86845,39.32715
639,-107.86845,39.412549999999996
640,-107.86845,39.49795
641,-107.86845,39.583349999999996
642,-107.86845,39.66875
643,-107.86845,39.754149999999996
644,-107.86845,39.83955
645,-107.86845,39.924949999999995
646,-107.86845,40.01035
647,-107.86845,40.095749999999995
648,-107.86845,40.18115
649,-107.86845,40.266549999999995
650,-107.86845,40.35195
651,-107.86845,40.437349999999995
652,-107.86845,40.52275
653,-107.86845,40.608149999999995
654,-107.86845,40.69355
655,-107.86845,40.778949999999995
656,-107.86845,40.86435
657,-107.86845,40.94975
658,-107.78305,37.02135
659,-107.78305,37.106750000000005
660,-107.78305,37.19215
661,-107.78305,37.277550000000005
662,-107.78305,37.36295
663,-107.78305,37.448350000000005
664,-107.78305,37.53375
665,-107.78305,37.619150000000005
666,-107.78305,37.70455
667,-107.78305,37.789950000000005
668,-107.78305,37.87535
669,-107.78305,37.960750000000004
670,-107.78305,38.04615
671,-107.78305,38.131550000000004
672,-107.78305,38.21695
673,-107.78305,38.302350000000004
674,-107.78305,38.38775
675,-107.78305,38.473150000000004
676,-107.78305,38.55855
677,-107.78305,38.643950000000004
678,-107.78305,38.72935
679,-107.78305,38.814750000000004
680,-107.78305,38.90015
681,-107.78305,38.98555
682,-107.78305,39.070949999999996
683,-107.78305,39.15635
684,-107.78305,39.241749999999996
685,-107.78305,39.32715
686,-107.78305,39.412549999999996
687,-107.78305,39.49795
688,-107.78305,39.583349999999996
689,-107.78305,39.66875
690,-107.78305,39.754149999999996
691,-107.78305,39.83955
692,-107.78305,39.924949999999995
693,-107.78305,40.01035
694,-107.78305,40.095749999999995
695,-107.78305,40.18115
696,-107.78305,40.266549999999995
697,-107.78305,40.35195
698,-107.78305,40.437349999999995
699,-107.78305,40.52275
700,-107.78305,40.608149999999995
701,-107.78305,40.69355
702,-107.78305,40.778949999999995
703,-107.78305,40.86435
704,-107.78305,40.94975
705,-107.69765,37.02135
706,-107.69765,37.106750000000005
707,-107.69765,37.19215
708,-107.69765,37.277550000000005
709,-107.69765,37.36295
710,-107.69765,37.448350000000005
711,-107.69765,37.53375
712,-107.69765,37.619150000000005
713,-107.69765,37.70455
714,-107.69765,37.789950000000005
715,-107.69765,37.87535
716,-107.69765,37.960750000000004
717,-107.69765,38.04615
718,-107.69765,38.131550000000004
719,-107.69765,38.21695
720,-107.69765,38.302350000000004
721,-107.69765,38.38775
722,-107.69765,38.473150000000004
723,-107.69765,38.55855
724,-107.69765,38.643950000000004
725,-107.69765,38.72935
726,-107.69765,38.814750000000004
727,-107.69765,38.90015
728,-107.69765,38.98555
729,-107.69765,39.070949999999996
730,-107.69765,39.15635
731,-107.69765,39.241749999999996
732,-107.69765,39.32715
733,-107.69765,39.412549999999996
734,-107.69765,39.49795
735,-107.69765,39.583349999999996
736,-107.69765,39.66875
737,-107.69765,39.754149999999996
738,-107.69765,39.83955
739,-107.69765,39.924949999999995
740,-107.69765,40.01035
741,-107.69765,40.095749999999995
742,-107.69765,40.18115
743,-107.69765,40.266549999999995
744,-107.69765,40.35195
745,-107.69765,40.437349999999995
746,-107.69765,40.52275
747,-107.69765,40.608149999999995
748,-107.69765,40.69355
749,-107.69765,40.778949999999995
750,-107.69765,40.86435
751,-107.69765,40.94975
752,-107.61225,37.02135
753,-107.61225,37.106750000000005
754,-107.61225,37.19215
755,-107.61225,37.277550000000005
756,-107.61225,37.36295
757,-107.61225,37.448350000000005
758,-107.61225,37.53375
759,-107.61225,37.619150000000005
760,-107.61225,37.70455
761,-107.61225,37.789950000000005
762,-107.61225,37.87535
763,-107.61225,37.960750000000004
764,-107.61225,38.04615
765,-107.61225,38.131550000000004
766,-107.61225,38.21695
767,-107.61225,38.302350000000004
768,-107.61225,38.38775
769,-107.61225,38.473150000000004
770,-107.61225,38.55855
771,-107.61225,38.643950000000004
772,-107.61225,38.72935
773,-107.61225,38.814750000000004
774,-107.61225,38.90015
775,-107.61225,38.98555
776,-107.61225,39.070949999999996
777,-107.61225,39.15635
778,-107.61225,39.241749999999996
779,-107.61225,39.32715
780,-107.61225,39.412549999999996
781,-107.61225,39.49795
782,-107.61225,39.583349999999996
783,-107.61225,39.66875
784,-107.61225,39.754149999999996
785,-107.61225,39.83955
786,-107.61225,39.924949999999995
787,-107.61225,40.01035
788,-107.61225,40.095749999999995
789,-107.61225,40.18115
790,-107.61225,40.266549999999995
791,-107.61225,40.35195
792,-107.61225,40.437349999999995
793,-107.61225,40.52275
794,-107.61225,40.608149999999995
795,-107.61225,40.69355
796,-107.61225,40.778949999999995
797,-107.61225,40.86435
798,-107.61225,40.94975
799,-107.52685,37.02135
800,-107.52685,37.106750000000005
801,-107.52685,37.19215
802,-107.52685,37.277550000000005
803,-107.52685,37.36295
804,-107.52685,37.448350000000005
805,-107.52685,37.53375
806,-107.52685,37.619150000000005
807,-107.52685,37.70455
808,-107.52685,37.789950000000005
809,-107.52685,37.87535
810,-107.52685,37.960750000000004
811,-107.52685,38.04615
812,-107.52685,38.131550000000004
813,-107.52685,38.21695
814,-107.52685,38.302350000000004
815,-107.52685,38.38775
816,-107.52685,38.473150000000004
817,-107.52685,38.55855
818,-107.52685,38.643950000000004
819,-107.52685,38.72935
820,-107.52685,38.814750000000004
821,-107.52685,38.90015
822,-107.52685,38.98555
823,-107.52685,39.070949999999996
824,-107.52685,39.15635
825,-107.52685,39.241749999999996
826,-107.52685,39.32715
827,-107.52685,39.412549999999996
828,-107.52685,39.49795
829,-107.52685,39.583349999999996
830,-107.52685,39.66875
831,-107.52685,39.754149999999996
832,-107.52685,39.83955
833,-107.52685,39.924949999999995
834,-107.52685,40.01035
835,-107.52685,40.095749999999995
836,-107.52685,40.18115
837,-107.52685,40.266549999999995
838,-107.52685,40.35195
839,-107.52685,40.437349999999995
840,-107.52685,40.52275
841,-107.52685,40.608149999999995
842,-107.52685,40.69355
843,-107.52685,40.778949999999995
844,-107.52685,40.86435
845,-107.52685,40.94975
846,-107.44145,37.02135
847,-107.44145,37.106750000000005
848,-107.44145,37.19215
849,-107.44145,37.277550000000005
850,-107.44145,37.36295
851,-107.44145,37.448350000000005
852,-107.44145,37.53375
853,-107.44145,37.619150000000005
854,-107.44145,37.70455
855,-107.44145,37.789950000000005
856,-107.44145,37.87535
857,-107.44145,37.960750000000004
858,-107.44145,38.04615
859,-107.44145,38.131550000000004
860,-107.44145,38.21695
861,-107.44145,38.302350000000004
862,-107.44145,38.38775
863,-107.44145,38.473150000000004
864,-107.44145,38.55855
865,-107.44145,38.643950000000004
866,-107.44145,38.72935
867,-107.44145,38.814750000000004
868,-107.44145,38.90015
869,-107.44145,38.98555
870,-107.44145,39.070949999999996
871,-107.44145,39.15635
872,-107.44145,39.241749999999996
873,-107.44145,39.32715
874,-107.44145,39.412549999999996
875,-107.44145,39.49795
876,-107.44145,39.583349999999996
877,-107.44145,39.66875
878,-107.44145,39.754149999999996
879,-107.44145,39.83955
880,-107.44145,39.924949999999995
881,-107.44145,40.01035
882,-107.44145,40.095749999999995
883,-107.44145,40.18115
884,-107.44145,40.266549999999995
885,-107.44145,40.35195
886,-107.44145,40.437349999999995
887,-107.44145,40.52275
888,-107.44145,40.608149999999995
889,-107.44145,40.69355
890,-107.44145,40.778949999999995
891,-107.44145,40.86435
892,-107.44145,40.94975
893,-107.35605,37.02135
894,-107.35605,37.106750000000005
895,-107.35605,37.19215
896,-107.35605,37.277550000000005
897,-107.35605,37.36295
898,-107.35605,37.448350000000005
899,-107.35605,37.53375
900,-107.35605,37.619150000000005
901,-107.35605,37.70455
902,-107.35605,37.789950000000005
903,-107.35605,37.87535
904,-107.35605,37.960750000000004
905,-107.35605,38.04615
906,-107.35605,38.131550000000004
907,-107.35605,38.21695
908,-107.35605,38.302350000000004
909,-107.35605,38.38775
910,-107.35605,38.473150000000004
911,-107.35605,38.55855
912,-107.35605,38.643950000000004
913,-107.35605,38.72935
914,-107.35605,38.814750000000004
915,-107.35605,38.90015
916,-107.35605,38.98555
917,-107.35605,39.070949999999996
918,-107.35605,39.15635
919,-107.35605,39.241749999999996
920,-107.35605,39.32715
921,-107.35605,39.412549999999996
922,-107.35605,39.49795
923,-107.35605,39.583349999999996
924,-107.35605,39.66875
925,-107.35605,39.754149999999996
926,-107.35605,39.83955
927,-107.35605,39.924949999999995
928,-107.35605,40.01035
929,-107.35605,40.095749999999995
930,-107.35605,40.18115
931,-107.35605,40.266549999999995
932,-107.35605,40.35195
933,-107.35605,40.437349999999995
934,-107.35605,40.52275
935,-107.35605,40.608149999999995
936,-107.35605,40.69355
937,-107.35605,40.778949999999995
938,-107.35605,40.86435
939,-107.35605,40.94975
940,-107.27065,37.02135
941,-107.27065,37.106750000000005
942,-107.27065,37.19215
943,-107.27065,37.277550000000005
944,-107.27065,37.36295
945,-107.27065,37.448350000000005
946,-107.27065,37.53375
947,-107.27065,37.619150000000005
948,-107.27065,37.70455
949,-107.27065,37.789950000000005
950,-107.27065,37.87535
951,-107.27065,37.960750000000004
952,-107.27065,38.04615
953,-107.27065,38.131550000000004
954,-107.27065,38.21695
955,-107.27065,38.302350000000004
956,-107.27065,38.38775
957,-107.27065,38.473150000000004
958,-107.27065,38.55855
959,-107.27065,38.643950000000004
960,-107.27065,38.72935
961,-107.27065,38.814750000000004
962,-107.27065,38.90015
963,-107.27065,38.98555
964,-107.27065,39.070949999999996
965,-107.27065,39.15635
966,-107.27065,39.241749999999996
967,-107.27065,39.32715
968,-107.27065,39.412549999999996
