,Unnamed: 0,longitude,latitude,2006
0,0,-109.0,37.0,29.39717703041605
1,1,-109.0,37.0427,26.243240089431996
2,2,-109.0,37.08540000000001,25.367292266183615
3,3,-109.0,37.12810000000001,29.26456419477662
4,4,-109.0,37.170800000000014,53.62593958303787
5,5,-109.0,37.21350000000002,40.874405804353266
6,6,-109.0,37.25620000000002,32.60339823436933
7,7,-109.0,37.298900000000025,33.86742615749323
8,8,-109.0,37.34160000000003,42.47498303161691
9,9,-109.0,37.38430000000003,40.90913764758631
10,10,-109.0,37.42700000000004,46.156715673230444
11,11,-109.0,37.46970000000004,52.71804738406394
12,12,-109.0,37.51240000000004,61.321383650342355
13,13,-109.0,37.555100000000046,67.82537618353824
14,14,-109.0,37.59780000000005,72.40335264081487
15,15,-109.0,37.64050000000005,70.99905910395333
16,16,-109.0,37.683200000000056,69.94320144085263
17,17,-109.0,37.72590000000006,64.75081025585968
18,18,-109.0,37.76860000000006,83.37199428769925
19,19,-109.0,37.81130000000007,67.21993808049535
20,20,-109.0,37.85400000000007,65.99882251209685
21,21,-109.0,37.89670000000008,66.32160137190453
22,22,-109.0,37.93940000000008,76.12001515920743
23,23,-109.0,37.98210000000008,78.3194802359445
24,24,-109.0,38.02480000000008,75.70209147747074
25,25,-109.0,38.06750000000009,61.195273436887724
26,26,-109.0,38.11020000000009,52.75431191087561
27,27,-109.0,38.152900000000095,61.62269867448537
28,28,-109.0,38.1956000000001,54.58218908283565
29,29,-109.0,38.2383000000001,56.49163529818707
30,30,-109.0,38.281000000000105,73.1016746313434
31,31,-109.0,38.32370000000011,79.70347729620137
32,32,-109.0,38.36640000000011,93.81649029604559
33,33,-109.0,38.40910000000012,95.44747742826296
34,34,-109.0,38.45180000000012,129.3208743014226
35,35,-109.0,38.49450000000012,95.80903186257939
36,36,-109.0,38.53720000000013,84.48255605493341
37,37,-109.0,38.57990000000013,118.62089818537612
38,38,-109.0,38.62260000000013,97.17108264333697
39,39,-109.0,38.66530000000014,75.07813230590831
40,40,-109.0,38.70800000000014,60.578977331795386
41,41,-109.0,38.750700000000144,58.47116899270479
42,42,-109.0,38.79340000000015,107.3818553590217
43,43,-109.0,38.83610000000015,126.20162731847473
