,Unnamed: 0,longitude,latitude,2018
0,0,-109.0,37.0,32.3059375
1,1,-109.0,37.0427,26.924879382082153
2,2,-109.0,37.08540000000001,25.042977335164835
3,3,-109.0,37.12810000000001,27.563802083333332
4,4,-109.0,37.170800000000014,51.169921875
5,5,-109.0,37.21350000000002,33.53410456730769
6,6,-109.0,37.25620000000002,33.964623472744364
7,7,-109.0,37.298900000000025,34.417011335784316
8,8,-109.0,37.34160000000003,44.268101283482146
9,9,-109.0,37.38430000000003,40.505126953125
10,10,-109.0,37.42700000000004,44.67899884835657
11,11,-109.0,37.46970000000004,52.44898945230608
12,12,-109.0,37.51240000000004,66.9211313251503
13,13,-109.0,37.555100000000046,66.2425750552554
14,14,-109.0,37.59780000000005,67.63199644183169
15,15,-109.0,37.64050000000005,63.41542310393258
16,16,-109.0,37.683200000000056,59.97092966300941
17,17,-109.0,37.72590000000006,58.88245907738095
18,18,-109.0,37.76860000000006,62.828251461330936
19,19,-109.0,37.81130000000007,51.17177074065836
20,20,-109.0,37.85400000000007,55.19802782012195
21,21,-109.0,37.89670000000008,57.87111271237864
22,22,-109.0,37.93940000000008,69.37680785123968
23,23,-109.0,37.98210000000008,71.38052631578947
24,24,-109.0,38.02480000000008,70.09828528827038
25,25,-109.0,38.06750000000009,57.42395782470703
26,26,-109.0,38.11020000000009,49.34082223109037
27,27,-109.0,38.152900000000095,58.754669189453125
28,28,-109.0,38.1956000000001,51.60882320248984
29,29,-109.0,38.2383000000001,54.318492334213616
30,30,-109.0,38.281000000000105,68.00197910892462
31,31,-109.0,38.32370000000011,70.34689047029703
32,32,-109.0,38.36640000000011,83.39663696289062
33,33,-109.0,38.40910000000012,81.91921338848039
34,34,-109.0,38.45180000000012,104.34194946289062
35,35,-109.0,38.49450000000012,79.74373796652844
36,36,-109.0,38.53720000000013,77.27832412719727
37,37,-109.0,38.57990000000013,114.31005477905273
38,38,-109.0,38.62260000000013,91.38628768920898
39,39,-109.0,38.66530000000014,71.92188681325605
40,40,-109.0,38.70800000000014,57.95941793507543
41,41,-109.0,38.750700000000144,56.0196679246614
42,42,-109.0,38.79340000000015,112.36901307397959
43,43,-109.0,38.83610000000015,127.91466522216797
44,44,-109.0,38.87880000000016,152.39175033569336
45,45,-109.0,38.92150000000016,123.90316489756532
46,46,-109.0,38.96420000000016,82.82684310400516
47,47,-109.0,39.006900000000165,75.21898705474933
48,48,-109.0,39.04960000000017,64.1320110184263
49,49,-109.0,39.09230000000017,57.22911305147059
50,50,-109.0,39.135000000000176,51.84492631392045
51,51,-109.0,39.17770000000018,49.30164930555556
52,52,-109.0,39.22040000000018,45.89581473214286
53,53,-109.0,39.263100000000186,40.00235066371681
54,54,-109.0,39.30580000000019,39.20531515473301
55,55,-109.0,39.34850000000019,36.749180385044646
56,56,-109.0,39.3912000000002,42.09874745244565
57,57,-109.0,39.4339000000002,64.35639753546967
58,58,-109.0,39.47660000000021,101.52867879746836
59,59,-109.0,39.51930000000021,132.90468978881836
60,60,-109.0,39.56200000000021,158.25732037401573
61,61,-109.0,39.60470000000021,155.08810213853687
62,62,-109.0,39.64740000000022,110.31454849243164
63,63,-109.0,39.69010000000022,80.26678848266602
64,64,-109.0,39.73280000000023,66.52888245141807
65,65,-109.0,39.77550000000023,58.4893831340799
66,66,-109.0,39.81820000000023,54.646595628955694
67,67,-109.0,39.86090000000024,64.57444763183594
68,68,-109.0,39.90360000000024,66.15898513793945
69,69,-109.0,39.94630000000024,57.67151641845703
70,70,-109.0,39.989000000000246,43.90044953596288
71,71,-109.0,40.03170000000025,43.82071741615854
72,72,-109.0,40.07440000000025,46.09323826419214
73,73,-109.0,40.117100000000256,48.089780745967744
74,74,-109.0,40.15980000000026,44.11820652173913
75,75,-109.0,40.20250000000026,46.74117943548387
76,76,-109.0,40.24520000000027,53.99009297228507
77,77,-109.0,40.28790000000027,64.17751648073022
78,78,-109.0,40.330600000000274,77.20064952761628
79,79,-109.0,40.37330000000028,93.7415121203271
80,80,-109.0,40.41600000000028,112.96804355053192
81,81,-109.0,40.458700000000285,97.1627040981834
82,82,-109.0,40.50140000000029,72.06750628591954
83,83,-109.0,40.54410000000029,73.34880149147727
84,84,-109.0,40.586800000000295,93.39303868722708
85,85,-109.0,40.6295000000003,97.73355067728137
86,86,-109.0,40.6722000000003,97.76964268956456
87,87,-109.0,40.71490000000031,109.24178916529605
88,88,-109.0,40.75760000000031,117.8349609375
89,89,-109.0,40.80030000000031,86.87963552843348
90,90,-109.0,40.84300000000032,61.93831699346405
91,91,-109.0,40.88570000000032,81.8769384765625
92,92,-109.0,40.92840000000032,113.26073558910473
93,93,-109.0,40.97110000000033,122.94245663471922
94,94,-108.9573,37.0,28.057569550304876
95,95,-108.9573,37.0427,24.509093237704917
96,96,-108.9573,37.08540000000001,25.96593167489035
97,97,-108.9573,37.12810000000001,37.364507630813954
98,98,-108.9573,37.170800000000014,59.835985137195124
99,99,-108.9573,37.21350000000002,73.88125
100,100,-108.9573,37.25620000000002,36.17030430506993
101,101,-108.9573,37.298900000000025,37.29944957386363
102,102,-108.9573,37.34160000000003,43.60694550304878
103,103,-108.9573,37.38430000000003,43.37451774691358
104,104,-108.9573,37.42700000000004,50.34143980589207
105,105,-108.9573,37.46970000000004,58.8713400511615
106,106,-108.9573,37.51240000000004,73.99158031088083
107,107,-108.9573,37.555100000000046,73.48918533325195
108,108,-108.9573,37.59780000000005,72.44761543843283
109,109,-108.9573,37.64050000000005,64.7818603515625
110,110,-108.9573,37.683200000000056,58.198671875
111,111,-108.9573,37.72590000000006,69.73693266369048
112,112,-108.9573,37.76860000000006,70.28771158854167
113,113,-108.9573,37.81130000000007,56.19422743055556
114,114,-108.9573,37.85400000000007,57.75991636954698
115,115,-108.9573,37.89670000000008,62.0766321656051
116,116,-108.9573,37.93940000000008,77.63247818130631
117,117,-108.9573,37.98210000000008,74.3117904663086
118,118,-108.9573,38.02480000000008,65.8862554505814
119,119,-108.9573,38.06750000000009,54.827571868896484
120,120,-108.9573,38.11020000000009,46.46260778498043
121,121,-108.9573,38.152900000000095,53.72284698486328
122,122,-108.9573,38.1956000000001,51.13096217105263
123,123,-108.9573,38.2383000000001,53.604388738082626
124,124,-108.9573,38.281000000000105,63.51388671875
125,125,-108.9573,38.32370000000011,63.23264738258317
126,126,-108.9573,38.36640000000011,71.7903403072034
127,127,-108.9573,38.40910000000012,73.2087110256772
128,128,-108.9573,38.45180000000012,84.7606429433435
129,129,-108.9573,38.49450000000012,66.517900390625
130,130,-108.9573,38.53720000000013,67.67549512340764
131,131,-108.9573,38.57990000000013,84.45583081151186
132,132,-108.9573,38.62260000000013,72.21618156122967
133,133,-108.9573,38.66530000000014,68.92168623643984
134,134,-108.9573,38.70800000000014,57.83924668069948
135,135,-108.9573,38.750700000000144,68.8672909007353
136,136,-108.9573,38.79340000000015,140.1720046680498
137,137,-108.9573,38.83610000000015,157.35972493489584
138,138,-108.9573,38.87880000000016,162.21499633789062
139,139,-108.9573,38.92150000000016,123.33625411987305
140,140,-108.9573,38.96420000000016,85.38901654411765
141,141,-108.9573,39.006900000000165,79.13483846882285
142,142,-108.9573,39.04960000000017,63.966784164859
143,143,-108.9573,39.09230000000017,57.427734375
144,144,-108.9573,39.135000000000176,54.65255392880577
145,145,-108.9573,39.17770000000018,48.5849949471393
146,146,-108.9573,39.22040000000018,44.62906783947842
147,147,-108.9573,39.263100000000186,44.4677734375
148,148,-108.9573,39.30580000000019,37.59671954719388
149,149,-108.9573,39.34850000000019,34.312632415254235
150,150,-108.9573,39.3912000000002,43.41276978417266
151,151,-108.9573,39.4339000000002,65.02700772849462
152,152,-108.9573,39.47660000000021,87.33223560110665
153,153,-108.9573,39.51930000000021,111.73510495580808
154,154,-108.9573,39.56200000000021,143.25706535862787
155,155,-108.9573,39.60470000000021,162.70573176045818
156,156,-108.9573,39.64740000000022,116.35432815551758
157,157,-108.9573,39.69010000000022,94.98820877075195
158,158,-108.9573,39.73280000000023,80.3617935180664
159,159,-108.9573,39.77550000000023,64.76063720207911
160,160,-108.9573,39.81820000000023,60.85475147332506
161,161,-108.9573,39.86090000000024,67.98256806699102
162,162,-108.9573,39.90360000000024,64.5889392289959
163,163,-108.9573,39.94630000000024,54.935075030940595
164,164,-108.9573,39.989000000000246,46.820892333984375
165,165,-108.9573,40.03170000000025,46.15327489098837
166,166,-108.9573,40.07440000000025,53.98090775516055
167,167,-108.9573,40.117100000000256,45.33580313267813
168,168,-108.9573,40.15980000000026,44.59763454861111
169,169,-108.9573,40.20250000000026,46.534423828125
170,170,-108.9573,40.24520000000027,61.58948484241453
171,171,-108.9573,40.28790000000027,71.89596720950705
172,172,-108.9573,40.330600000000274,101.91415597449623
173,173,-108.9573,40.37330000000028,109.29296875
174,174,-108.9573,40.41600000000028,108.86003248762377
175,175,-108.9573,40.458700000000285,80.36936891233766
176,176,-108.9573,40.50140000000029,61.98648380887681
177,177,-108.9573,40.54410000000029,75.7454495470063
178,178,-108.9573,40.586800000000295,93.99136700913242
179,179,-108.9573,40.6295000000003,92.06611662309886
180,180,-108.9573,40.6722000000003,95.15281196489725
181,181,-108.9573,40.71490000000031,97.47133630766832
182,182,-108.9573,40.75760000000031,96.25532942423413
183,183,-108.9573,40.80030000000031,75.55855545343137
184,184,-108.9573,40.84300000000032,59.522687088815786
185,185,-108.9573,40.88570000000032,93.95583711139896
186,186,-108.9573,40.92840000000032,110.66183684593024
187,187,-108.9573,40.97110000000033,149.58312406994048
188,188,-108.9146,37.0,26.749649047851562
189,189,-108.9146,37.0427,24.10526364856802
190,190,-108.9146,37.08540000000001,26.443104302705223
191,191,-108.9146,37.12810000000001,33.198388671875
192,192,-108.9146,37.170800000000014,74.37092141544117
193,193,-108.9146,37.21350000000002,61.119140625
194,194,-108.9146,37.25620000000002,41.64581163194445
195,195,-108.9146,37.298900000000025,44.92496456720133
196,196,-108.9146,37.34160000000003,41.67901731004902
197,197,-108.9146,37.38430000000003,47.70669897562241
198,198,-108.9146,37.42700000000004,55.80183410644531
199,199,-108.9146,37.46970000000004,63.82999801635742
200,200,-108.9146,37.51240000000004,76.41452955163044
201,201,-108.9146,37.555100000000046,78.91556815982972
202,202,-108.9146,37.59780000000005,90.44954234467455
203,203,-108.9146,37.64050000000005,70.32584635416667
204,204,-108.9146,37.683200000000056,62.25400904605263
205,205,-108.9146,37.72590000000006,91.25853794642858
206,206,-108.9146,37.76860000000006,71.44720950071839
207,207,-108.9146,37.81130000000007,74.07957323554422
208,208,-108.9146,37.85400000000007,67.50390625
209,209,-108.9146,37.89670000000008,75.73793472782258
210,210,-108.9146,37.93940000000008,87.05263671875
211,211,-108.9146,37.98210000000008,75.12514961827122
